HEADER|quantifi_mars_trade.txt|10/05/2010 17:45:43|20|27253461.7202694|PROD
DATA_HEADER|error_ind|valuation_date|location|system_id|trans_id|trade_id|trade_leg_id|trade_date|start_date|maturity_date|ext_cpty_id|ext_cpty_short_name|ext_cpty_long_name|base_cpty_id|cpty_type|trade_class|trade_group|npv_usd|business_unit|avg_notional|max_notional|pay_ccy|rcv_ccy|pay_current_notional|rcv_current_notional|transaction_type|portfolio_name|callable_flag|pay_int_type|rcv_int_type|pay_frequency|rcv_frequency|pay_rate|rcv_rate|settlement|marketer|trader|expiry_date|broker|remark|underlying|underlying_curr|underlying_type|reference_str|identification_str|origination_revenue|exec_quantity|trade_status|settle_date|pay_spread|rcv_spread|pay_reset_frequency|rcv_reset_frequency|pay_day_count|rcv_day_count|orig_system_id|orig_trans_id|orig_trade_id
DATA|N|09/20/2010|LON|QTF|13|15|1|02/22/2006|02/23/2006|03/20/2013|12800|BNPA GB22|BNP Paribas SA, London|16416|EXTERNAL|IR|Bond|-6577713.47670608|Credit Derivatives|2200000000|2200000000||USD||2200000000|SOLD|L_USD_2743_NEREUS2_BNP|N||||Q||0.075|CASH||birnie|03/20/2013|||||||15|||BOOKED|||0.075||||ACT/360|NEX|13|15
DATA|N|09/20/2010|LON|QTF|8188|8207|1|01/20/2009|01/20/2009|03/20/2013|16262|MAV I|Computershare Trust Company of Canada, in its capacity as issuer trustee of Master Vehicle I|16416|EXTERNAL|IR|Bond|4522226.95669983|Credit Derivatives|1358576368.8|1358576368.8|USD||1358576368.8||BOUGHT|L_USD_8271_Nereus_2_MAV1|N|||M||0.065||CASH||birnie|03/20/2013||Optex 606312 - USD trade payable in CAD  Optex 605998 - Basis swap USD v CAD    Nemertes II (ECD2745 CDS Notional of USD 2,200,000,000) split into:  MAV 1: notional USD 1,872,761,923.29  |||||8207|||BOOKED||0.065||||ACT/365||NEX|8188|8207
DATA|N|09/20/2010|LON|QTF|9|10|1|01/12/2006|01/13/2006|03/20/2013|4249|NOMA GB2L|Nomura International PLC, London|16416|EXTERNAL|IR|Bond|-900398.411831076|Credit Derivatives|394033675.68|394033675.68||USD||394033675.68|SOLD|L_USD_2602_NEREUS1_DRES|N||||Q||0.103|CASH||birnie|03/20/2013||cashflow overriden as not calculating on correct ntl    Old trade- bug- duplicate Trade ID 8286    DrkW assigns trade to Nomura on the 8-dec-09. Cibc now face Nomura.|||||10|||BOOKED|||0.103||||ACT/360|NEX|9|10
DATA|N|09/20/2010|LON|QTF|8186|8205|1|01/20/2009|01/20/2009|03/20/2013|16262|MAV I|Computershare Trust Company of Canada, in its capacity as issuer trustee of Master Vehicle I|16416|EXTERNAL|IR|Bond|3571842.68815923|Credit Derivatives|1239557306.4|1239557306.4|USD||1239557306.4||BOUGHT|L_USD_8269_NEREUS_MAV1|N|||M||0.083||CASH||birnie|03/20/2013||Optex 601475 - USD trade payable in CAD    Nemertes I (ECD2601 CDS Notional of USD 2,150,000,000) split into:  MAV 1: notional USD 1,708,697,264.50  |||||8205|||BOOKED||0.083||||ACT/365||NEX|8186|8205
DATA|N|09/20/2010|LON|QTF|8099|8121|1|01/31/2007|02/01/2007|12/20/2016|14800|DARCY HALL|Darcy Hall, London|16416|EXTERNAL|IR|Bond|-33786.0340783085|Credit Derivatives|351386.29|557142.8622|USD||351386.29||BOUGHT|L_USD_4272_CDX7_0-3_10y_ZERO_ECD4272.|N|||Q||0||CASH||birnie|12/20/2016||Principle-Only 10y Equity traded at 5.375%, no delta    |||||8121|||BOOKED||0||||ACT/360||NEX|8099|8121
DATA|N|09/20/2010|LON|QTF|8098|8120|1|01/31/2007|02/01/2007|12/20/2016|14799|ALEXEI TCH|Alexei Tchernitser, London|16416|EXTERNAL|IR|Bond|-45048.0454620013|Credit Derivatives|468515.06|742857.15|USD||468515.06||BOUGHT|L_USD_4273_CDX7_0-3_10y_ZERO_ECD4273.|N|||Q||0||CASH||birnie|12/20/2016||Principle-Only 10y Equity traded at 5.375%, no delta    |||||8120|||BOOKED||0||||ACT/360||NEX|8098|8120
DATA|N|09/20/2010|LON|QTF|8097|8119|1|01/31/2007|02/01/2007|12/20/2016|14803|CHRISTIAN S|Stephen Christian, Purley|16416|EXTERNAL|IR|Bond|-18192.4797231882|Credit Derivatives|189208|300000|USD||189208||BOUGHT|L_USD_4280_CDX7_0-3_10y_ZERO_ECD4280.|N|||Q||0||CASH||birnie|12/20/2016||Principle-Only 10y Equity traded at 5.375%, no delta    |||||8119|||BOOKED||0||||ACT/360||NEX|8097|8119
DATA|N|09/20/2010|LON|QTF|8101|8122|1|09/16/2008|09/17/2008|12/20/2016|3332|GSIL GB2X|Goldman Sachs International, London|16416|EXTERNAL|IR|Bond|97026.5592513697|Credit Derivatives|1009109.35|1600000.012||USD||1009109.35|SOLD|L_USD_8268_CDX7_0-3_10y_ZERO_ECD8268.|N||||Q||0|CASH||birnie|12/20/2016||Principle-Only 10y Equity traded at 3%, no delta    |||||8122|||BOOKED|||0||||ACT/360|NEX|8101|8122
DATA|N|09/20/2010|LON|QTF|56|56|1|01/23/2006|01/24/2006|12/20/2010|761|MSCS US33|Morgan Stanley Capital Services, Inc., New York|16416|EXTERNAL|CD|Swap|-45635.7728714442|Credit Derivatives|33740000|35000000||USD||33740000|SOLD|L_USD_2623_CDX5 5Y|N||||Q||0.45|CASH||birnie|12/20/2010|||||||56|||BOOKED|||0.45||||ACT/360|NEX|56|56
DATA|N|09/20/2010|LON|QTF|7621|7641|1|03/12/2008|03/13/2008|12/20/2010|1704|CHAS GB2L|JPMorgan Chase Bank N.A. London|16416|EXTERNAL|CD|Swap|45635.7728714442|Credit Derivatives|33740000|35000000|USD||33740000||BOUGHT|L_USD_8111_INDEX_PRICER_CDX.NA_5Y_ECD8111|N|||Q||0.45||CASH||birnie|12/20/2010|||||||7641|||BOOKED||0.45||||ACT/360||NEX|7621|7641
