MARKIT Ticker,Currency,Sen/Sub,Doc Clause,RED Code,IsDefaulted,Defaulted Recovery Rate,Phoenix Reference Entity ID,Name,Country,Moodys,S&P,Moodys Industries,S&P Industries,CreditIndex,Series,Version (hardcoded),Credit Index Mapping,Recovery,Quote Date,Yr 1,Yr 2,Yr 3,Yr 4,Yr 5,Yr 6,Yr 7,Yr 8,Yr 9,Yr 10
BHP,USD,Senior,NULL,08GE66,False,,10213,BHP BILLITON LIMITED,AU,A1,A+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.388670000,21/10/2010,61.900000000000000,70.800000000000000,79.000000000000000,84.500000000000000,88.800000000000000,93.764985444465700,97.900000000000000,102.234742977968000,105.926666886993000,109.000000000000000,
BRK-BRLF,USD,Senior,NULL,1D39H2,False,,10220,Burlington Northern Santa Fe_ LLC,US,Baa1,BBB,Cargo Transport,Rail Industries,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,7.700000000000000,15.200000000000000,23.100000000000000,30.700000000000000,38.500000000000000,41.892439404283200,45.100000000000000,47.550815334756700,49.748386130726500,51.700000000000000,
BRK-BRLF,USD,Senior,Excluded,1D39H2,False,,10220,Burlington Northern Santa Fe_ LLC,US,Baa1,BBB,Cargo Transport,Rail Industries,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,7.700000000000000,15.200000000000000,23.100000000000000,30.700000000000000,38.500000000000000,41.892439404283200,45.100000000000000,47.550815334756700,49.748386130726500,51.700000000000000,
BR,USD,Senior,NULL,1D4215,False,,10221,Burlington Resources Inc.,US,A2,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,10.700000000000000,17.200000000000000,23.700000000000000,30.700000000000000,39.100000000000000,42.405047951246500,45.500000000000000,48.193080129010000,50.658050272370300,52.900000000000000,
NULL,USD,Senior,NULL,7B7589,False,,10225,Progress Energy_ Inc.,US,Baa2,BBB+,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.393809524,21/10/2010,18.000000000000000,26.200000000000000,37.900000000000000,49.113876021218400,61.500000000000000,65.509869062497000,69.000000000000000,73.196443952868000,77.060922398544200,80.600000000000000,
NULL,USD,Senior,Excluded,7B7589,False,,10225,Progress Energy_ Inc.,US,Baa2,BBB+,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.393809524,21/10/2010,18.000000000000000,26.200000000000000,37.900000000000000,49.113876021218400,61.500000000000000,65.509869062497000,69.000000000000000,73.196443952868000,77.060922398544200,80.600000000000000,
CPB,USD,Senior,NULL,1E786B,False,,10240,Campbell Soup Company,US,A2,A,Beverage_ Food and Tobacco,Food Products,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,14.300000000000000,21.200000000000000,28.400000000000000,33.200000000000000,41.200000000000000,44.291802815609400,47.100000000000000,49.721159751471000,52.085500374368500,54.200000000000000,
CPB,USD,Senior,Excluded,1E786B,False,,10240,Campbell Soup Company,US,A2,A,Beverage_ Food and Tobacco,Food Products,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,14.300000000000000,21.200000000000000,28.400000000000000,33.200000000000000,41.200000000000000,44.291802815609400,47.100000000000000,49.721159751471000,52.085500374368500,54.200000000000000,
ITV-Carlton,EUR,Senior,NULL,GHA96M,False,,10247,CARLTON COMMUNICATIONS LIMITED,GB,N.A.,N.A.,Broadcasting and Entertainment,Radio & Television,,,,s9.iTraxx Europe,0.400000000,21/10/2010,52.300000000000000,80.800000000000000,113.900000000000000,131.900000000000000,148.400000000000000,153.724386648418000,158.700000000000000,163.446990051130000,167.846684311208000,171.900000000000000,
NULL,USD,Senior,NULL,1F79BD,False,,10248,CARNIVAL CORPORATION,US,A3,A-,Leisure_ Amusement and Entertainment,Lodging & Casinos,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,33.700000000000000,51.800000000000000,72.000000000000000,89.228876035027000,107.800000000000000,114.595591921681000,120.500000000000000,126.205916778865000,131.164022591710000,135.400000000000000,
NULL,USD,Senior,Excluded,1F79BD,False,,10248,CARNIVAL CORPORATION,US,A3,A-,Leisure_ Amusement and Entertainment,Lodging & Casinos,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,33.700000000000000,51.800000000000000,72.000000000000000,89.228876035027000,107.800000000000000,114.595591921681000,120.500000000000000,126.205916778865000,131.164022591710000,135.400000000000000,
CARR,EUR,Senior,NULL,FG4CAM,False,,10250,CARREFOUR,FR,A2,A,Grocery,Food / Drug retailers,,,,s9.iTraxx Europe,0.400000000,21/10/2010,28.100000000000000,39.600000000000000,51.800000000000000,65.400000000000000,78.300000000000000,82.410094502226100,85.700000000000000,88.798162196766500,91.221547822299700,93.000000000000000,
NULL,USD,Senior,NULL,15DA35,False,,10253,Caterpillar Inc.,US,A2,A,Machinery (Non-Agriculture_ Non-construction_ Non-electronic),Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.393181818,21/10/2010,43.300000000000000,53.800000000000000,62.400000000000000,72.823036228392400,83.500000000000000,87.259101800822500,90.100000000000000,93.725447218827700,96.716659471245400,99.100000000000000,
NULL,USD,Senior,Excluded,15DA35,False,,10253,Caterpillar Inc.,US,A2,A,Machinery (Non-Agriculture_ Non-construction_ Non-electronic),Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.393181818,21/10/2010,43.300000000000000,53.800000000000000,62.400000000000000,72.823036228392400,83.500000000000000,87.259101800822500,90.100000000000000,93.725447218827700,96.716659471245400,99.100000000000000,
CENTRI,EUR,Senior,NULL,16B9CT,False,,10264,Centrica Plc,GB,A3,A,Utilities,Utilities,,,,s9.iTraxx Europe,0.400000000,21/10/2010,25.300000000000000,39.900000000000000,53.400000000000000,66.000000000000000,74.300000000000000,77.726829872592200,80.300000000000000,83.101814773067400,85.258814666042900,86.800000000000000,
CLINKI,USD,Senior,NULL,16BD70,False,,10265,CenturyLink_ Inc.,US,Baa2   *-,BBB-,Telecommunications,Telecommunications - Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,65.600000000000000,99.700000000000000,135.100000000000000,159.700000000000000,192.300000000000000,201.383566423726000,210.100000000000000,217.106333636835000,223.739741175375000,230.000000000000000,
CLINKI,USD,Senior,Excluded,16BD70,False,,10265,CenturyLink_ Inc.,US,Baa2   *-,BBB-,Telecommunications,Telecommunications - Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,65.600000000000000,99.700000000000000,135.100000000000000,159.700000000000000,192.300000000000000,201.383566423726000,210.100000000000000,217.106333636835000,223.739741175375000,230.000000000000000,
CVX,USD,Senior,NULL,17CDCH,False,,10277,Chevron Corporation,US,WR,AA,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,18.500000000000000,22.700000000000000,27.400000000000000,31.900000000000000,36.200000000000000,38.183003416091500,39.800000000000000,41.598642287799900,43.128586424049700,44.400000000000000,
NULL,USD,Senior,NULL,19C952,False,,10290,Clear Channel Communications_ Inc.,US,Caa1,B,Broadcasting and Entertainment,Radio & Television,,,,s9.DJ CDX.NA.IG,0.393750000,21/10/2010,781.423492991810000,821.400000000000000,1159.300000000000000,1314.600112826270000,1475.300000000000000,1454.276764855380000,1425.600000000000000,1402.577092479840000,1373.452826054860000,1338.600000000000000,
NULL,USD,Senior,Excluded,19C952,False,,10290,Clear Channel Communications_ Inc.,US,Caa1,B,Broadcasting and Entertainment,Radio & Television,,,,s9.DJ CDX.NA.IG,0.393750000,21/10/2010,781.423492991810000,821.400000000000000,1159.300000000000000,1314.600112826270000,1475.300000000000000,1454.276764855380000,1425.600000000000000,1402.577092479840000,1373.452826054860000,1338.600000000000000,
CLX,USD,Senior,NULL,19H959,False,,10293,THE CLOROX COMPANY,US,Baa2,BBB+,Personal and NonDurable Consumer Products (Manufacturing only),Chemicals & Plastics,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,42.700000000000000,57.700000000000000,69.200000000000000,79.300000000000000,87.700000000000000,90.889642263486100,93.000000000000000,95.847091562594400,97.934688267684800,99.300000000000000,
CCE,USD,Senior,NULL,1AA33A,False,,10299,Coca-Cola Enterprises Inc.,US,A3,A,Beverage_ Food and Tobacco,Beverage & Tobacco,,,,s9.DJ CDX.NA.IG,0.397500000,21/10/2010,18.500000000000000,23.800000000000000,28.100000000000000,33.800000000000000,38.800000000000000,42.056118727773800,45.100000000000000,47.550815334756700,49.748386130726500,51.700000000000000,
CAINC,USD,Senior,NULL,138DAS,False,,10315,CA Inc,US,Ba1,BB+,Electronics,Business Equipment & Services,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,55.800000000000000,83.100000000000000,105.200000000000000,126.700000000000000,149.400000000000000,158.380594419249000,167.000000000000000,173.087600527391000,178.820873407586000,184.200000000000000,
NULL,USD,Senior,NULL,2C5899,False,,10316,Computer Sciences Corporation,US,Baa1,A-,Electronics,Business Equipment & Services,,,,s9.DJ CDX.NA.IG,0.393333333,21/10/2010,38.100000000000000,62.400000000000000,84.900000000000000,128.069201643456000,173.100000000000000,183.615363766353000,194.200000000000000,199.918825712895000,205.487743729453000,210.900000000000000,
NULL,USD,Senior,Excluded,2C5899,False,,10316,Computer Sciences Corporation,US,Baa1,A-,Electronics,Business Equipment & Services,,,,s9.DJ CDX.NA.IG,0.393333333,21/10/2010,38.100000000000000,62.400000000000000,84.900000000000000,128.069201643456000,173.100000000000000,183.615363766353000,194.200000000000000,199.918825712895000,205.487743729453000,210.900000000000000,
NULL,USD,Senior,NULL,225DGF,False,,10320,ConAgra Foods_ Inc.,US,Baa2,BBB+,Beverage_ Food and Tobacco,Food Products,,,,s9.DJ CDX.NA.IG,0.395454545,21/10/2010,35.800000000000000,51.600000000000000,64.500000000000000,77.858145370215300,92.000000000000000,96.805563990664100,100.700000000000000,104.494856945636000,107.550744650845000,109.900000000000000,
NULL,USD,Senior,Excluded,225DGF,False,,10320,ConAgra Foods_ Inc.,US,Baa2,BBB+,Beverage_ Food and Tobacco,Food Products,,,,s9.DJ CDX.NA.IG,0.395454545,21/10/2010,35.800000000000000,51.600000000000000,64.500000000000000,77.858145370215300,92.000000000000000,96.805563990664100,100.700000000000000,104.494856945636000,107.550744650845000,109.900000000000000,
CEG,USD,Senior,NULL,2D13A8,False,,10327,Constellation Energy Group_ Inc.,US,Baa1,BBB+,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,44.200000000000000,72.100000000000000,105.600000000000000,135.600000000000000,161.500000000000000,168.055886718873000,174.300000000000000,179.585193688829000,184.517695962507000,189.100000000000000,
CEG,USD,Senior,Excluded,2D13A8,False,,10327,Constellation Energy Group_ Inc.,US,Baa1,BBB+,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.400000000,21/10/2010,44.200000000000000,72.100000000000000,105.600000000000000,135.600000000000000,161.500000000000000,168.055886718873000,174.300000000000000,179.585193688829000,184.517695962507000,189.100000000000000,
NULL,USD,Senior,NULL,2E6448,False,,10340,Cox Communications_ Inc.,US,Baa3,BBB-,Broadcasting and Entertainment,Cable & Satellite Television,,,,s9.DJ CDX.NA.IG,0.393478261,21/10/2010,13.300000000000000,20.200000000000000,36.100000000000000,47.469087379889000,60.100000000000000,66.644843694358200,73.100000000000000,78.589967174476500,83.857886748019500,88.900000000000000,
NULL,USD,Senior,Excluded,2E6448,False,,10340,Cox Communications_ Inc.,US,Baa3,BBB-,Broadcasting and Entertainment,Cable & Satellite Television,,,,s9.DJ CDX.NA.IG,0.393478261,21/10/2010,13.300000000000000,20.200000000000000,36.100000000000000,47.469087379889000,60.100000000000000,66.644843694358200,73.100000000000000,78.589967174476500,83.857886748019500,88.900000000000000,
NULL,USD,Senior,NULL,138A48,False,,10352,CSX Corporation,US,Baa3,BBB-,Cargo Transport,Rail Industries,,,,s9.DJ CDX.NA.IG,0.392000000,21/10/2010,19.300000000000000,28.600000000000000,35.500000000000000,43.604350284203000,52.300000000000000,56.044372209213300,59.400000000000000,62.154203019907500,64.516050150316500,66.500000000000000,
