
******************** RISK RUN START (11/21/2010 9:10:32 AM - ) ********************

11/21/2010 9:10:32 AM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 05-Apr-2010 Official -e
11/21/2010 9:10:45 AM - 	8718 [1] WARN  Quantifi.Curves.SurvivalFitCalibrator (null) - Forced survival curve ABK.USD.SeniorUnsecured.Modified to fit by copying previous quote to tenor 7 Years
11/21/2010 9:10:55 AM - 	quote  CADLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  CADLIBOR.8 Years.Mid
11/21/2010 9:10:55 AM - 	quote  CADLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  CADLIBOR.9 Years.Mid
11/21/2010 9:10:55 AM - 	quote  CADLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  CADLIBOR.10 Years.Mid
11/21/2010 9:10:55 AM - 	quote  CADLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  CADLIBOR.12 Years.Mid
11/21/2010 9:10:55 AM - 	quote  CADLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  CADLIBOR.15 Years.Mid
11/21/2010 9:10:55 AM - 	quote  CADLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  CADLIBOR.20 Years.Mid
11/21/2010 9:10:55 AM - 	quote  CADLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  CADLIBOR.25 Years.Mid
11/21/2010 9:10:55 AM - 	quote  CADLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  CADLIBOR.30 Years.Mid
11/21/2010 9:10:55 AM - 	quote  CADLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  CADLIBOR.35 Years.Mid
11/21/2010 9:10:55 AM - 	quote  CADLIBOR.35 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  CADLIBOR.40 Years.Mid
11/21/2010 9:10:55 AM - 	quote  CADLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  CADLIBOR.50 Years.Mid
11/21/2010 9:10:55 AM - 	quote  CADLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.16-Jun-2010.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.16-Jun-2010.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.SEP10.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.SEP10.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.DEC10.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.DEC10.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.MAR11.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.MAR11.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.JUN11.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.JUN11.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.SEP11.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.SEP11.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.DEC11.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.DEC11.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.2 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.3 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.4 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.5 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.6 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.7 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.8 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.9 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.10 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.12 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.15 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.20 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.25 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.30 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.40 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:55 AM - 	Treating quote  USDLIBOR.50 Years.Mid
11/21/2010 9:10:55 AM - 	quote  USDLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 9:10:57 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 02-Apr-2010 05-Apr-2010 --quoteType="ED Future" -m "Insert" -f C:/Quantifi/NightlyBatch/20100405/logs/CopyEDFuture.csv -e
11/21/2010 9:11:05 AM - 	Found 49 quotes for 02-Apr-2010
11/21/2010 9:11:05 AM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/21/2010 9:11:06 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 02-Apr-2010 05-Apr-2010 --quoteType="MM Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20100405/logs/CopyMMRate.csv -e
11/21/2010 9:11:14 AM - 	Found 38 quotes for 02-Apr-2010
11/21/2010 9:11:14 AM - 	**02-Apr-2010 to 05-Apr-2010, <Insert> Saved:True MarketSet:Closing Type:MM Rate Source:Optex Name:EURLIBOR.2 Days.Mid Value:0.0092777
11/21/2010 9:11:14 AM - 	Actual Run: Added 1 quotes and updated 0 quotes.
11/21/2010 9:11:15 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 02-Apr-2010 05-Apr-2010 --quoteType="Swap Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20100405/logs/CopySwapRate.csv -e
11/21/2010 9:11:23 AM - 	Found 86 quotes for 02-Apr-2010
11/21/2010 9:11:23 AM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/21/2010 9:11:24 AM - Script call: C:/Quantifi/9.4.1/bin/NextImportFX.py C:/Quantifi/NightlyBatch/20100405/Next-Data\FXRates.20100405.CSV -e
11/21/2010 9:11:35 AM - Script call: C:/Quantifi/9.4.1/bin/NextImportTrancheQuotes.py C:/Quantifi/NightlyBatch/20100405/Next-Data\CreditIndexTrancheMarks.20100405.CSV -e
11/21/2010 9:11:44 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 02-Apr-2010 05-Apr-2010 --quoteType="Tranche Fee" -m "Insert" -f C:/Quantifi/NightlyBatch/20100405/logs/CopyTrancheFee.csv -e
11/21/2010 9:11:51 AM - 	Found 18 quotes for 02-Apr-2010
11/21/2010 9:11:52 AM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/21/2010 9:11:53 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 02-Apr-2010 05-Apr-2010 --quoteType="Tranche Premium" -m "Insert" -f C:/Quantifi/NightlyBatch/20100405/logs/CopyTranchePremium.csv -e
11/21/2010 9:12:00 AM - 	Found 66 quotes for 02-Apr-2010
11/21/2010 9:12:00 AM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/21/2010 9:12:02 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 02-Apr-2010 05-Apr-2010 --quoteType="CDX Spread" -m "Insert" -f C:/Quantifi/NightlyBatch/20100405/logs/CopyCDXSpread.csv -e
11/21/2010 9:12:09 AM - 	Found 23 quotes for 02-Apr-2010
11/21/2010 9:12:09 AM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/21/2010 9:12:11 AM - Script call: C:/Quantifi/9.4.1/bin/ImportNextData.py C:/Quantifi/NightlyBatch/20100405/Next-Data\CDSSpreads.20100405.CSV -e
11/21/2010 9:13:05 AM - 	Mapping outdated REDs to previous tickers
11/21/2010 9:13:05 AM - 	Quote  DANACO.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  MLCOM.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  FNMA-New.USD.Subordinated.Modified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  WCPINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  UCBAG.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  WYELLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  WYELLC.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  CAWILD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  CLINKI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  CLINKI.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  DNHOLD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  STOL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  EDSLLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  NEXTEI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  DEXBB-AGM.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  GRTELV.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:06 AM - 	Quote  HLTWID.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  HLTWID.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  KMINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  MKCINC-MSDC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  MGMRI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  STNBDK.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  CTSGL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  GMAINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  AGASNV.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  AGASNV.EUR.Subordinated.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  PHMG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  PHMG.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  USTLLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  CSMPTE.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  TCHNI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:07 AM - 	Quote  CVSHLD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  RBSNV.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  INTSAT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  RENSEL.JPY.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  SPMD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  SPMD.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FNMA-New.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  FHLMC-New.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/21/2010 9:13:08 AM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
