
******************** RISK RUN START (11/20/2010 8:49:03 PM - ) ********************

11/20/2010 8:49:03 PM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 02-Dec-2009 Official -e
11/20/2010 8:49:13 PM - 	6640 [1] WARN  Quantifi.Curves.SurvivalFitCalibrator (null) - Forced survival curve ABK-AssurCorp.USD.SeniorUnsecured.Modified to fit by copying previous quote to tenor 7 Years
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.2 Months.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.3 Months.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.3 Months.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.6 Months.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.6 Months.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.1 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.1 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.18 Months.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.18 Months.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.2 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.2 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.3 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.3 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.4 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.4 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.5 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.5 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.6 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.6 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.7 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.7 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.8 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.8 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.9 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.9 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.10 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.10 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.12 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.12 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.15 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.15 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.20 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.20 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.25 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.25 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.30 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.30 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.40 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.40 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.50 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.50 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:21 PM - 	Treating quote  JPYLIBOR.52 Years.Mid
11/20/2010 8:49:21 PM - 	quote  JPYLIBOR.52 Years.Mid  has been created/updated successfully.
11/20/2010 8:49:22 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 01-Dec-2009 02-Dec-2009 --quoteType="ED Future" -m "Insert" -f C:/Quantifi/NightlyBatch/20091202/logs/CopyEDFuture.csv -e
11/20/2010 8:49:28 PM - 	Found 41 quotes for 01-Dec-2009
11/20/2010 8:49:28 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 8:49:29 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 01-Dec-2009 02-Dec-2009 --quoteType="MM Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20091202/logs/CopyMMRate.csv -e
11/20/2010 8:49:35 PM - 	Found 22 quotes for 01-Dec-2009
11/20/2010 8:49:35 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 8:49:36 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 01-Dec-2009 02-Dec-2009 --quoteType="Swap Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20091202/logs/CopySwapRate.csv -e
11/20/2010 8:49:42 PM - 	Found 86 quotes for 01-Dec-2009
11/20/2010 8:49:43 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 8:49:43 PM - Script call: C:/Quantifi/9.4.1/bin/NextImportFX.py C:/Quantifi/NightlyBatch/20091202/Next-Data\FXRates.20091202.CSV -e
11/20/2010 8:49:51 PM - Script call: C:/Quantifi/9.4.1/bin/NextImportTrancheQuotes.py C:/Quantifi/NightlyBatch/20091202/Next-Data\CreditIndexTrancheMarks.20091202.CSV -e
11/20/2010 8:49:58 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 01-Dec-2009 02-Dec-2009 --quoteType="Tranche Fee" -m "Insert" -f C:/Quantifi/NightlyBatch/20091202/logs/CopyTrancheFee.csv -e
11/20/2010 8:50:04 PM - 	Found 18 quotes for 01-Dec-2009
11/20/2010 8:50:04 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 8:50:05 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 01-Dec-2009 02-Dec-2009 --quoteType="Tranche Premium" -m "Insert" -f C:/Quantifi/NightlyBatch/20091202/logs/CopyTranchePremium.csv -e
11/20/2010 8:50:11 PM - 	Found 66 quotes for 01-Dec-2009
11/20/2010 8:50:11 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 8:50:12 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 01-Dec-2009 02-Dec-2009 --quoteType="CDX Spread" -m "Insert" -f C:/Quantifi/NightlyBatch/20091202/logs/CopyCDXSpread.csv -e
11/20/2010 8:50:18 PM - 	Found 15 quotes for 01-Dec-2009
11/20/2010 8:50:18 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 8:50:19 PM - Script call: C:/Quantifi/9.4.1/bin/ImportNextData.py C:/Quantifi/NightlyBatch/20091202/Next-Data\CDSSpreads.20091202.CSV -e
11/20/2010 8:51:12 PM - 	Mapping outdated REDs to previous tickers
11/20/2010 8:51:13 PM - 	Quote  DANACO.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  MLCOM.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  FNMA-New.USD.Subordinated.Modified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  WCPINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  WYELLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  WYELLC.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  CAWILD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  CLINKI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  CLINKI.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  DNHOLD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  STOL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  EDSLLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  NEXTEI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  DEXBB-AGM.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  GRTELV.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  HLTWID.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:13 PM - 	Quote  HLTWID.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  KMINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  MKCINC-MSDC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  MGMRI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  STNBDK.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  SWLHLD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  GMAINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  AGASNV.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  AGASNV.EUR.Subordinated.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  PHMG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  PHMG.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  USTLLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  CSMPTE.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  TCHNI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  CVSHLD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:14 PM - 	Quote  INTSAT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  MONTE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  RENSEL.JPY.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  SPMD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  SPMD.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  CTSGL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  WYELLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 8:51:15 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
