
******************** RISK RUN START (11/21/2010 5:11:35 AM - ) ********************

11/21/2010 5:11:35 AM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 26-Feb-2010 Official -e
11/21/2010 5:11:49 AM - 	8750 [1] WARN  Quantifi.Curves.SurvivalFitCalibrator (null) - Forced survival curve ABK.USD.SeniorUnsecured.Modified to fit by copying previous quote to tenor 7 Years
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.DEC12.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.DEC12.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.MAR13.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.MAR13.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.4 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.5 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.6 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.7 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.8 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.9 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.10 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.12 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.15 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.20 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.25 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.30 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.40 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.50 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.60 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.60 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  GBPLIBOR.70 Years.Mid
11/21/2010 5:11:58 AM - 	quote  GBPLIBOR.70 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.17-Mar-2010.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.17-Mar-2010.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.JUN10.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.JUN10.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.SEP10.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.SEP10.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.DEC10.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.DEC10.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.MAR11.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.MAR11.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.JUN11.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.JUN11.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.SEP11.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.SEP11.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.2 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.3 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.4 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.5 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.6 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.7 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.8 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.9 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.10 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.12 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.15 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.20 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.25 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.30 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.40 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  USDLIBOR.50 Years.Mid
11/21/2010 5:11:58 AM - 	quote  USDLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  CADLIBOR.15-Mar-2010.Mid
11/21/2010 5:11:58 AM - 	quote  CADLIBOR.15-Mar-2010.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  CADLIBOR.JUN10.Mid
11/21/2010 5:11:58 AM - 	quote  CADLIBOR.JUN10.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  CADLIBOR.SEP10.Mid
11/21/2010 5:11:58 AM - 	quote  CADLIBOR.SEP10.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  CADLIBOR.DEC10.Mid
11/21/2010 5:11:58 AM - 	quote  CADLIBOR.DEC10.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  CADLIBOR.MAR11.Mid
11/21/2010 5:11:58 AM - 	quote  CADLIBOR.MAR11.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  CADLIBOR.JUN11.Mid
11/21/2010 5:11:58 AM - 	quote  CADLIBOR.JUN11.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  CADLIBOR.SEP11.Mid
11/21/2010 5:11:58 AM - 	quote  CADLIBOR.SEP11.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  CADLIBOR.DEC11.Mid
11/21/2010 5:11:58 AM - 	quote  CADLIBOR.DEC11.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  CADLIBOR.2 Years.Mid
11/21/2010 5:11:58 AM - 	quote  CADLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  CADLIBOR.3 Years.Mid
11/21/2010 5:11:58 AM - 	quote  CADLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:58 AM - 	Treating quote  CADLIBOR.4 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.5 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.6 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.7 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.8 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.9 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.10 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.12 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.15 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.20 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.25 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.30 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.35 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.35 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.40 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 5:11:59 AM - 	Treating quote  CADLIBOR.50 Years.Mid
11/21/2010 5:11:59 AM - 	quote  CADLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 5:12:01 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 25-Feb-2010 26-Feb-2010 --quoteType="ED Future" -m "Insert" -f C:/Quantifi/NightlyBatch/20100226/logs/CopyEDFuture.csv -e
11/21/2010 5:12:08 AM - 	Found 45 quotes for 25-Feb-2010
11/21/2010 5:12:09 AM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/21/2010 5:12:10 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 25-Feb-2010 26-Feb-2010 --quoteType="MM Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20100226/logs/CopyMMRate.csv -e
11/21/2010 5:12:18 AM - 	Found 34 quotes for 25-Feb-2010
11/21/2010 5:12:18 AM - 	**25-Feb-2010 to 26-Feb-2010, <Insert> Saved:True MarketSet:Closing Type:MM Rate Source:Optex Name:EURLIBOR.2 Days.Mid Value:0.0082597
11/21/2010 5:12:18 AM - 	**25-Feb-2010 to 26-Feb-2010, <Insert> Saved:True MarketSet:Closing Type:MM Rate Source:Optex Name:USDLIBOR.1 Weeks.Mid Value:0.000376
11/21/2010 5:12:18 AM - 	Actual Run: Added 2 quotes and updated 0 quotes.
11/21/2010 5:12:19 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 25-Feb-2010 26-Feb-2010 --quoteType="Swap Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20100226/logs/CopySwapRate.csv -e
11/21/2010 5:12:27 AM - 	Found 86 quotes for 25-Feb-2010
11/21/2010 5:12:27 AM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/21/2010 5:12:28 AM - Script call: C:/Quantifi/9.4.1/bin/NextImportFX.py C:/Quantifi/NightlyBatch/20100226/Next-Data\FXRates.20100226.CSV -e
11/21/2010 5:12:38 AM - Script call: C:/Quantifi/9.4.1/bin/NextImportTrancheQuotes.py C:/Quantifi/NightlyBatch/20100226/Next-Data\CreditIndexTrancheMarks.20100226.CSV -e
