
******************** RISK RUN START (11/20/2010 11:56:41 PM - ) ********************

11/20/2010 11:56:41 PM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 06-Jan-2010 Official -e
11/20/2010 11:56:52 PM - 	6703 [1] WARN  Quantifi.Curves.SurvivalFitCalibrator (null) - Forced survival curve ABK-AssurCorp.USD.SeniorUnsecured.Modified to fit by copying previous quote to tenor 6 Years
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.DEC10.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.DEC10.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.MAR11.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.MAR11.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.JUN11.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.JUN11.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.SEP11.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.SEP11.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.DEC11.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.DEC11.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.MAR12.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.MAR12.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.JUN12.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.JUN12.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.SEP12.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.SEP12.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.DEC12.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.DEC12.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.MAR13.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.MAR13.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.4 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.4 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.5 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.5 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.6 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.6 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.7 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.7 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.8 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.8 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.9 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.9 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.10 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.10 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.12 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.12 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.15 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.15 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.20 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.20 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.25 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.25 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.30 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.30 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.40 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.40 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.50 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.50 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.60 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.60 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  GBPLIBOR.70 Years.Mid
11/20/2010 11:57:01 PM - 	quote  GBPLIBOR.70 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.1 Days.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.1 Days.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.1 Weeks.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.1 Weeks.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.1 Months.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.1 Months.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.2 Months.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.2 Months.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.17-Mar-2010.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.17-Mar-2010.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.JUN10.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.JUN10.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.SEP10.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.SEP10.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.DEC10.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.DEC10.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.MAR11.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.MAR11.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.JUN11.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.JUN11.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.SEP11.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.SEP11.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.DEC11.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.DEC11.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.MAR12.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.MAR12.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.JUN12.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.JUN12.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.SEP12.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.SEP12.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.DEC12.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.DEC12.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.MAR13.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.MAR13.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.4 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.4 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.5 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.5 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.6 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.6 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.7 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.7 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.8 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.8 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.9 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.9 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.10 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.10 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.11 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.11 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.12 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.12 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.15 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.15 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.20 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.20 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.25 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.25 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.30 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.30 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.40 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.40 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.50 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.50 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.60 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.60 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  EURLIBOR.70 Years.Mid
11/20/2010 11:57:01 PM - 	quote  EURLIBOR.70 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.1 Days.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.1 Days.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.2 Days.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.2 Days.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.1 Weeks.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.1 Weeks.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.1 Months.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.1 Months.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.2 Months.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.2 Months.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.3 Months.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.3 Months.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.6 Months.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.6 Months.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.1 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.1 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.18 Months.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.18 Months.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.2 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.2 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.3 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.3 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.4 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.4 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.5 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.5 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.6 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.6 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.7 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.7 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.8 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.8 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.9 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.9 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.10 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.10 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.12 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.12 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.15 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.15 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.20 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.20 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.25 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.25 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.30 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.30 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.40 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.40 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.50 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.50 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  JPYLIBOR.52 Years.Mid
11/20/2010 11:57:01 PM - 	quote  JPYLIBOR.52 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  CADLIBOR.15-Mar-2010.Mid
11/20/2010 11:57:01 PM - 	quote  CADLIBOR.15-Mar-2010.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  CADLIBOR.JUN10.Mid
11/20/2010 11:57:01 PM - 	quote  CADLIBOR.JUN10.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  CADLIBOR.SEP10.Mid
11/20/2010 11:57:01 PM - 	quote  CADLIBOR.SEP10.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  CADLIBOR.DEC10.Mid
11/20/2010 11:57:01 PM - 	quote  CADLIBOR.DEC10.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  CADLIBOR.MAR11.Mid
11/20/2010 11:57:01 PM - 	quote  CADLIBOR.MAR11.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  CADLIBOR.JUN11.Mid
11/20/2010 11:57:01 PM - 	quote  CADLIBOR.JUN11.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  CADLIBOR.SEP11.Mid
11/20/2010 11:57:01 PM - 	quote  CADLIBOR.SEP11.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  CADLIBOR.DEC11.Mid
11/20/2010 11:57:01 PM - 	quote  CADLIBOR.DEC11.Mid  has been created/updated successfully.
11/20/2010 11:57:01 PM - 	Treating quote  CADLIBOR.2 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.2 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.3 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.3 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.4 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.4 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.5 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.5 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.6 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.6 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.7 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.7 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.8 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.8 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.9 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.9 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.10 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.10 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.12 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.12 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.15 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.15 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.20 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.20 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.25 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.25 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.30 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.30 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.35 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.35 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.40 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.40 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  CADLIBOR.50 Years.Mid
11/20/2010 11:57:02 PM - 	quote  CADLIBOR.50 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.17-Mar-2010.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.17-Mar-2010.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.JUN10.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.JUN10.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.SEP10.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.SEP10.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.DEC10.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.DEC10.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.MAR11.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.MAR11.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.JUN11.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.JUN11.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.SEP11.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.SEP11.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.2 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.2 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.3 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.3 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.4 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.4 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.5 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.5 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.6 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.6 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.7 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.7 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.8 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.8 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.9 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.9 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.10 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.10 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.12 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.12 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.15 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.15 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.20 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.20 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.25 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.25 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.30 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.30 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.40 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.40 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - 	Treating quote  USDLIBOR.50 Years.Mid
11/20/2010 11:57:02 PM - 	quote  USDLIBOR.50 Years.Mid  has been created/updated successfully.
11/20/2010 11:57:02 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 05-Jan-2010 06-Jan-2010 --quoteType="ED Future" -m "Insert" -f C:/Quantifi/NightlyBatch/20100106/logs/CopyEDFuture.csv -e
11/20/2010 11:57:08 PM - 	Found 45 quotes for 05-Jan-2010
11/20/2010 11:57:08 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 11:57:09 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 05-Jan-2010 06-Jan-2010 --quoteType="MM Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20100106/logs/CopyMMRate.csv -e
11/20/2010 11:57:16 PM - 	Found 34 quotes for 05-Jan-2010
