
******************** RISK RUN START (11/21/2010 12:49:46 AM - ) ********************

11/21/2010 12:49:46 AM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 15-Jan-2010 Official -e
11/21/2010 12:49:57 AM - 	6687 [1] WARN  Quantifi.Curves.SurvivalFitCalibrator (null) - Forced survival curve ABK-AssurCorp.USD.SeniorUnsecured.Modified to fit by copying previous quote to tenor 6 Years
11/21/2010 12:50:06 AM - 	quote  JPYLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  JPYLIBOR.15 Years.Mid
11/21/2010 12:50:06 AM - 	quote  JPYLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  JPYLIBOR.20 Years.Mid
11/21/2010 12:50:06 AM - 	quote  JPYLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  JPYLIBOR.25 Years.Mid
11/21/2010 12:50:06 AM - 	quote  JPYLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  JPYLIBOR.30 Years.Mid
11/21/2010 12:50:06 AM - 	quote  JPYLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  JPYLIBOR.40 Years.Mid
11/21/2010 12:50:06 AM - 	quote  JPYLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  JPYLIBOR.50 Years.Mid
11/21/2010 12:50:06 AM - 	quote  JPYLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  JPYLIBOR.52 Years.Mid
11/21/2010 12:50:06 AM - 	quote  JPYLIBOR.52 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.15-Mar-2010.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.15-Mar-2010.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.JUN10.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.JUN10.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.SEP10.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.SEP10.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.DEC10.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.DEC10.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.MAR11.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.MAR11.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.JUN11.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.JUN11.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.SEP11.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.SEP11.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.DEC11.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.DEC11.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.2 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.3 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.4 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.5 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.6 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.7 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.8 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.9 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.10 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.12 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.15 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.20 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.25 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.30 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.35 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.35 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.40 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  CADLIBOR.50 Years.Mid
11/21/2010 12:50:06 AM - 	quote  CADLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.17-Mar-2010.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.17-Mar-2010.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.JUN10.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.JUN10.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.SEP10.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.SEP10.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.DEC10.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.DEC10.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.MAR11.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.MAR11.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.JUN11.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.JUN11.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.SEP11.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.SEP11.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.2 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.3 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.4 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.5 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.6 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.7 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.8 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.9 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.10 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.12 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.15 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.20 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.25 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.30 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.40 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - 	Treating quote  USDLIBOR.50 Years.Mid
11/21/2010 12:50:06 AM - 	quote  USDLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:06 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 14-Jan-2010 15-Jan-2010 --quoteType="ED Future" -m "Insert" -f C:/Quantifi/NightlyBatch/20100115/logs/CopyEDFuture.csv -e
11/21/2010 12:50:12 AM - 	Found 45 quotes for 14-Jan-2010
11/21/2010 12:50:12 AM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/21/2010 12:50:13 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 14-Jan-2010 15-Jan-2010 --quoteType="MM Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20100115/logs/CopyMMRate.csv -e
11/21/2010 12:50:19 AM - 	Found 34 quotes for 14-Jan-2010
11/21/2010 12:50:20 AM - 	**14-Jan-2010 to 15-Jan-2010, <Insert> Saved:True MarketSet:Closing Type:MM Rate Source:Optex Name:EURLIBOR.2 Days.Mid Value:0.0082597
