
******************** RISK RUN START (11/21/2010 12:50:34 PM - ) ********************

11/21/2010 12:50:34 PM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 07-May-2010 Official -e
11/21/2010 12:50:48 PM - Script call: C:/Quantifi/9.4.1/bin/OptexImportIR.py C:/Quantifi/NightlyBatch/20100507/Next-Data\OptexCurves.20100507.CSV -e
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.1 Days.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.DEC12.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.MAR13.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.MAR13.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.JUN13.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.JUN13.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.4 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.5 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.6 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.7 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.8 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.9 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.10 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.12 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.15 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.20 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.25 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.30 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.40 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.50 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.60 Years.Mid
11/21/2010 12:50:56 PM - 	quote  GBPLIBOR.60 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:56 PM - 	Treating quote  GBPLIBOR.70 Years.Mid
11/21/2010 12:50:57 PM - 	quote  GBPLIBOR.70 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.1 Days.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.1 Days.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.1 Weeks.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.1 Weeks.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.1 Months.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.1 Months.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.16-Jun-2010.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.16-Jun-2010.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.SEP10.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.SEP10.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.DEC10.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.DEC10.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.MAR11.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.MAR11.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.JUN11.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.JUN11.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.SEP11.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.SEP11.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.DEC11.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.DEC11.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.MAR12.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.MAR12.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.JUN12.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.JUN12.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.SEP12.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.SEP12.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.DEC12.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.DEC12.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.MAR13.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.MAR13.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.JUN13.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.JUN13.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.4 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.5 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.6 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.7 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.8 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.9 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.10 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.11 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.11 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.12 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.15 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.20 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.25 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.30 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.40 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.50 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.60 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.60 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  EURLIBOR.70 Years.Mid
11/21/2010 12:50:57 PM - 	quote  EURLIBOR.70 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.1 Days.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.1 Days.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.2 Days.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.2 Days.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.1 Weeks.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.1 Weeks.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.1 Months.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.1 Months.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.2 Months.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.2 Months.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.3 Months.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.3 Months.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.6 Months.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.6 Months.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.1 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.1 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.18 Months.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.18 Months.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.2 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.3 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.4 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.5 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.6 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.7 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.8 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.9 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.10 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.12 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.15 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.20 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.25 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.30 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.40 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.50 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  JPYLIBOR.52 Years.Mid
11/21/2010 12:50:57 PM - 	quote  JPYLIBOR.52 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.14-Jun-2010.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.14-Jun-2010.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.SEP10.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.SEP10.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.DEC10.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.DEC10.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.MAR11.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.MAR11.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.JUN11.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.JUN11.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.SEP11.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.SEP11.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.DEC11.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.DEC11.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.MAR12.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.MAR12.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.2 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.3 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.4 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.5 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.6 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.7 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.8 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.9 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.10 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.12 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.15 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.20 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.25 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.30 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.35 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.35 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.40 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  CADLIBOR.50 Years.Mid
11/21/2010 12:50:57 PM - 	quote  CADLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.16-Jun-2010.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.16-Jun-2010.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.SEP10.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.SEP10.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.DEC10.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.DEC10.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.MAR11.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.MAR11.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.JUN11.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.JUN11.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.SEP11.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.SEP11.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.DEC11.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.DEC11.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.2 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.3 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.4 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.5 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.6 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.7 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.8 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.9 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.10 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.12 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.15 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.20 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.25 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.30 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.40 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:57 PM - 	Treating quote  USDLIBOR.50 Years.Mid
11/21/2010 12:50:57 PM - 	quote  USDLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 12:50:59 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 06-May-2010 07-May-2010 --quoteType="ED Future" -m "Insert" -f C:/Quantifi/NightlyBatch/20100507/logs/CopyEDFuture.csv -e
11/21/2010 12:51:07 PM - 	Found 49 quotes for 06-May-2010
11/21/2010 12:51:07 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/21/2010 12:51:08 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 06-May-2010 07-May-2010 --quoteType="MM Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20100507/logs/CopyMMRate.csv -e
11/21/2010 12:51:16 PM - 	Found 41 quotes for 06-May-2010
11/21/2010 12:51:16 PM - 	**06-May-2010 to 07-May-2010, <Insert> Saved:True MarketSet:Closing Type:MM Rate Source:Optex Name:EURLIBOR.2 Days.Mid Value:0.0092777
11/21/2010 12:51:16 PM - 	**06-May-2010 to 07-May-2010, <Insert> Saved:True MarketSet:Closing Type:MM Rate Source:Optex Name:JPYLIBOR.13-May-2010.Mid Value:0.0042938
11/21/2010 12:51:16 PM - 	Actual Run: Added 2 quotes and updated 0 quotes.
11/21/2010 12:51:19 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 06-May-2010 07-May-2010 --quoteType="Swap Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20100507/logs/CopySwapRate.csv -e
11/21/2010 12:51:27 PM - 	Found 86 quotes for 06-May-2010
11/21/2010 12:51:27 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/21/2010 12:51:28 PM - Script call: C:/Quantifi/9.4.1/bin/NextImportFX.py C:/Quantifi/NightlyBatch/20100507/Next-Data\FXRates.20100507.CSV -e
