
******************** RISK RUN START (11/21/2010 3:11:29 AM - ) ********************

11/21/2010 3:11:29 AM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 09-Feb-2010 Official -e
11/21/2010 3:11:43 AM - Script call: C:/Quantifi/9.4.1/bin/OptexImportIR.py C:/Quantifi/NightlyBatch/20100209/Next-Data\OptexCurves.20100209.CSV -e
11/21/2010 3:11:51 AM - 	Treating quote  GBPLIBOR.1 Days.Mid
11/21/2010 3:11:52 AM - 	quote  EURLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  EURLIBOR.9 Years.Mid
11/21/2010 3:11:52 AM - 	quote  EURLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  EURLIBOR.10 Years.Mid
11/21/2010 3:11:52 AM - 	quote  EURLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  EURLIBOR.11 Years.Mid
11/21/2010 3:11:52 AM - 	quote  EURLIBOR.11 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  EURLIBOR.12 Years.Mid
11/21/2010 3:11:52 AM - 	quote  EURLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  EURLIBOR.15 Years.Mid
11/21/2010 3:11:52 AM - 	quote  EURLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  EURLIBOR.20 Years.Mid
11/21/2010 3:11:52 AM - 	quote  EURLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  EURLIBOR.25 Years.Mid
11/21/2010 3:11:52 AM - 	quote  EURLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  EURLIBOR.30 Years.Mid
11/21/2010 3:11:52 AM - 	quote  EURLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  EURLIBOR.40 Years.Mid
11/21/2010 3:11:52 AM - 	quote  EURLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  EURLIBOR.50 Years.Mid
11/21/2010 3:11:52 AM - 	quote  EURLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  EURLIBOR.60 Years.Mid
11/21/2010 3:11:52 AM - 	quote  EURLIBOR.60 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  EURLIBOR.70 Years.Mid
11/21/2010 3:11:52 AM - 	quote  EURLIBOR.70 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.1 Days.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.1 Days.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.2 Days.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.2 Days.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.1 Weeks.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.1 Weeks.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.1 Months.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.1 Months.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.2 Months.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.2 Months.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.3 Months.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.3 Months.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.6 Months.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.6 Months.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.1 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.1 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.18 Months.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.18 Months.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.2 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.3 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.4 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.5 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.6 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.7 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.8 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.9 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.10 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.12 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.15 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.20 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.25 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.30 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.40 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.50 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  JPYLIBOR.52 Years.Mid
11/21/2010 3:11:52 AM - 	quote  JPYLIBOR.52 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.15-Mar-2010.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.15-Mar-2010.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.JUN10.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.JUN10.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.SEP10.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.SEP10.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.DEC10.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.DEC10.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.MAR11.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.MAR11.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.JUN11.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.JUN11.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.SEP11.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.SEP11.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.DEC11.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.DEC11.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.2 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.3 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.4 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.5 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.6 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.7 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.8 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.9 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.10 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.12 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.15 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.20 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.25 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.30 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.35 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.35 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.40 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  CADLIBOR.50 Years.Mid
11/21/2010 3:11:52 AM - 	quote  CADLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.17-Mar-2010.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.17-Mar-2010.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.JUN10.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.JUN10.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.SEP10.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.SEP10.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.DEC10.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.DEC10.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.MAR11.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.MAR11.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.JUN11.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.JUN11.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.SEP11.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.SEP11.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.2 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.3 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.4 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.5 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.6 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.7 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.8 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.9 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.10 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.12 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.15 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.20 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.25 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.30 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.40 Years.Mid
11/21/2010 3:11:52 AM - 	quote  USDLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:52 AM - 	Treating quote  USDLIBOR.50 Years.Mid
11/21/2010 3:11:53 AM - 	quote  USDLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 3:11:54 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 08-Feb-2010 09-Feb-2010 --quoteType="ED Future" -m "Insert" -f C:/Quantifi/NightlyBatch/20100209/logs/CopyEDFuture.csv -e
11/21/2010 3:12:02 AM - 	Found 45 quotes for 08-Feb-2010
11/21/2010 3:12:02 AM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/21/2010 3:12:03 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 08-Feb-2010 09-Feb-2010 --quoteType="MM Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20100209/logs/CopyMMRate.csv -e
11/21/2010 3:12:11 AM - 	Found 34 quotes for 08-Feb-2010
11/21/2010 3:12:12 AM - 	**08-Feb-2010 to 09-Feb-2010, <Insert> Saved:True MarketSet:Closing Type:MM Rate Source:Optex Name:EURLIBOR.2 Days.Mid Value:0.0082597
11/21/2010 3:12:12 AM - 	**08-Feb-2010 to 09-Feb-2010, <Insert> Saved:True MarketSet:Closing Type:MM Rate Source:Optex Name:USDLIBOR.1 Weeks.Mid Value:0.000376
11/21/2010 3:12:12 AM - 	Actual Run: Added 2 quotes and updated 0 quotes.
11/21/2010 3:12:14 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 08-Feb-2010 09-Feb-2010 --quoteType="Swap Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20100209/logs/CopySwapRate.csv -e
11/21/2010 3:12:22 AM - 	Found 86 quotes for 08-Feb-2010
11/21/2010 3:12:23 AM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/21/2010 3:12:23 AM - Script call: C:/Quantifi/9.4.1/bin/NextImportFX.py C:/Quantifi/NightlyBatch/20100209/Next-Data\FXRates.20100209.CSV -e
