MARKIT Ticker,Currency,Sen/Sub,Doc Clause,RED Code,IsDefaulted,Defaulted Recovery Rate,Phoenix Reference Entity ID,Name,Country,Moodys,S&P,Moodys Industries,S&P Industries,CreditIndex,Series,Version (hardcoded),Credit Index Mapping,Recovery,Quote Date,Yr 1,Yr 2,Yr 3,Yr 4,Yr 5,Yr 6,Yr 7,Yr 8,Yr 9,Yr 10
NULL,USD,Senior,NULL,9HB326,False,,10067,Wyeth LLC,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395200000,29/10/2010,6.510000000000000,8.940000000000000,13.190000000000000,16.140000000000000,20.120000000000000,21.708174231275400,23.180000000000000,24.274897609155300,25.226583916932800,26.040000000000000,
NULL,USD,Senior,Excluded,9HB326,False,,10067,Wyeth LLC,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395200000,29/10/2010,6.510000000000000,8.940000000000000,13.190000000000000,16.140000000000000,20.120000000000000,21.708174231275400,23.180000000000000,24.274897609155300,25.226583916932800,26.040000000000000,
AMGN,USD,Senior,NULL,0D4278,False,,10080,Amgen Inc.,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.390000000,29/10/2010,23.900000000000000,31.700000000000000,37.200000000000000,45.100000000000000,53.500000000000000,56.823221082216900,59.700000000000000,62.739434622464900,65.435984958260500,67.800000000000000,
AMGN,USD,Senior,Excluded,0D4278,False,,10080,Amgen Inc.,US,A3,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.390000000,29/10/2010,23.900000000000000,31.700000000000000,37.200000000000000,45.100000000000000,53.500000000000000,56.823221082216900,59.700000000000000,62.739434622464900,65.435984958260500,67.800000000000000,
NULL,USD,Senior,NULL,0A3576,False,,10087,Anadarko Petroleum Corporation,US,Baa3,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.394347826,29/10/2010,66.200000000000000,96.000000000000000,130.500000000000000,161.873667374053000,193.000000000000000,199.750080653718000,206.100000000000000,210.736599917458000,214.969392036455000,218.800000000000000,
NULL,USD,Senior,Excluded,0A3576,False,,10087,Anadarko Petroleum Corporation,US,Baa3,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.394347826,29/10/2010,66.200000000000000,96.000000000000000,130.500000000000000,161.873667374053000,193.000000000000000,199.750080653718000,206.100000000000000,210.736599917458000,214.969392036455000,218.800000000000000,
T,USD,Senior,NULL,001AEC,False,,10118,AT&T Corp.,US,A2,A,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.390000000,29/10/2010,16.000000000000000,23.400000000000000,31.100000000000000,37.200000000000000,42.900000000000000,47.436441028167600,51.900000000000000,54.529849443876100,56.860138809712700,58.900000000000000,
BAPLC,EUR,Senior,NULL,05A75U,False,,10136,BAE SYSTEMS PLC,GB,Baa2,BBB+,Aerospace and Defence,Aerospace & Defence,,,,s9.iTraxx Europe,0.400000000,29/10/2010,26.700000000000000,42.800000000000000,59.900000000000000,77.800000000000000,94.400000000000000,98.253176344705300,101.000000000000000,103.843333961209000,105.828406505301000,107.000000000000000,
BACORP,USD,Senior,NULL,0G655D,False,,10142,Bank of America Corporation,US,Aa2,AA,Banking,Financial Intermediaries,,,,s9.DJ CDX.NA.IG,0.420950000,29/10/2010,104.900000000000000,129.800000000000000,148.400000000000000,170.200000000000000,185.500000000000000,186.512514386292000,187.100000000000000,188.010199987771000,188.508638170532000,188.600000000000000,
BACORP,USD,Senior,Excluded,0G655D,False,,10142,Bank of America Corporation,US,Aa2,AA,Banking,Financial Intermediaries,,,,s9.DJ CDX.NA.IG,0.420950000,29/10/2010,104.900000000000000,129.800000000000000,148.400000000000000,170.200000000000000,185.500000000000000,186.512514386292000,187.100000000000000,188.010199987771000,188.508638170532000,188.600000000000000,
NULL,USD,Senior,NULL,06DG91,False,,10145,BARRICK GOLD CORPORATION,CA,Baa1,A-,Diversified Natural resources_ Precious Metals and Minerals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.395000000,29/10/2010,18.100000000000000,31.700000000000000,41.600000000000000,54.009771364229700,67.700000000000000,71.698237224028600,75.100000000000000,79.584551604569800,83.715931109554400,87.500000000000000,
BOL,USD,Senior,NULL,0H8877,False,,10149,Bausch & Lomb Incorporated,US,Caa1,B+,Healthcare_ Education and Childcare,Health Care,,,,s9.DJ CDX.NA.IG,0.391670000,29/10/2010,90.400000000000000,127.200000000000000,173.400000000000000,235.600000000000000,282.300000000000000,292.896422000054000,303.300000000000000,307.439775604542000,311.137575440018000,314.400000000000000,
BAX,USD,Senior,NULL,0H8994,False,,10150,Baxter International Inc.,US,A3,A+,Healthcare_ Education and Childcare,Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.391670000,29/10/2010,13.600000000000000,18.800000000000000,24.600000000000000,29.400000000000000,35.300000000000000,38.008034472025000,40.500000000000000,42.832579629122100,44.964549469950100,46.900000000000000,
BAX,USD,Senior,Excluded,0H8994,False,,10150,Baxter International Inc.,US,A3,A+,Healthcare_ Education and Childcare,Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.391670000,29/10/2010,13.600000000000000,18.800000000000000,24.600000000000000,29.400000000000000,35.300000000000000,38.008034472025000,40.500000000000000,42.832579629122100,44.964549469950100,46.900000000000000,
BYIF,EUR,Senior,NULL,0H99A3,False,,10151,Bayer Aktiengesellschaft,DE,A3,A-,Chemicals_ Plastics and Rubber,Chemicals & Plastics,,,,s9.iTraxx Europe,0.400000000,29/10/2010,27.400000000000000,37.600000000000000,47.500000000000000,55.900000000000000,64.100000000000000,67.371533831374000,70.000000000000000,72.577698526269700,74.636761607016600,76.200000000000000,
BMW,EUR,Senior,NULL,0H99B7,False,,10152,Bayerische Motoren Werke Aktiengesellschaft,DE,A1,A+,Automobile,Automotive,,,,s9.iTraxx Europe,0.396670000,29/10/2010,32.800000000000000,46.400000000000000,60.200000000000000,72.500000000000000,83.900000000000000,88.736141606454300,92.800000000000000,96.489047797677200,99.512947741470600,101.900000000000000,
JPM-BSCL,USD,Senior,NULL,07ABF3,False,,10156,The Bear Stearns Companies LLC,US,N.A.,N.A.,Finance,Brokers_ Dealers & Investment Houses,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,43.800000000000000,53.900000000000000,64.100000000000000,75.800000000000000,85.900000000000000,87.216999786867300,87.200000000000000,88.490324934884100,88.906138419554000,88.500000000000000,
VRZN,USD,Senior,NULL,9B579L,False,,10164,Verizon Communications Inc.,US,A3     *-,A,Telecommunications,Telecommunications - Wireline  ,,,,s9.DJ CDX.NA.IG,0.404860000,29/10/2010,18.800000000000000,32.200000000000000,45.300000000000000,58.500000000000000,70.200000000000000,77.285366716606500,84.200000000000000,88.958047235497400,93.288215952548100,97.200000000000000,
VRZN,USD,Senior,Excluded,9B579L,False,,10164,Verizon Communications Inc.,US,A3     *-,A,Telecommunications,Telecommunications - Wireline  ,,,,s9.DJ CDX.NA.IG,0.404860000,29/10/2010,18.800000000000000,32.200000000000000,45.300000000000000,58.500000000000000,70.200000000000000,77.285366716606500,84.200000000000000,88.958047235497400,93.288215952548100,97.200000000000000,
BILLO,USD,Senior,NULL,0I85AL,False,,10170,Belo Corp.,US,Ba1,BB,Printing and Publishing,Leisure goods / Activities / Movies,,,,s9.DJ CDX.NA.IG,0.399050000,29/10/2010,72.900000000000000,149.100000000000000,211.000000000000000,262.500000000000000,309.800000000000000,317.685492962732000,325.200000000000000,330.475743410129000,335.307738135797000,339.700000000000000,
BDK,USD,Senior,NULL,09A8GG,False,,10183,The Black & Decker Corporation,US,Baa2,BBB,Home and Office Furnishing_ Housewares_ and Durable Consumer Products,Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.398330000,29/10/2010,11.600000000000000,16.800000000000000,21.800000000000000,29.200000000000000,36.100000000000000,39.558034013691800,42.900000000000000,46.034928548198800,49.035880950310700,51.900000000000000,
BWA,USD,Senior,NULL,09IG96,False,,10195,BorgWarner Inc.,US,Baa1,A-,Automobile,Automotive,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,31.100000000000000,48.300000000000000,66.600000000000000,88.600000000000000,107.100000000000000,114.035925020397000,120.100000000000000,125.361371566305000,129.817767118518000,133.500000000000000,
BSX,USD,Senior,NULL,1B124A,False,,10196,Boston Scientific Corporation,US,Ba2,BB+,Healthcare_ Education and Childcare,Health Care,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,62.300000000000000,87.000000000000000,104.600000000000000,119.800000000000000,138.300000000000000,143.439289171735000,148.200000000000000,153.009445042109000,157.442382511032000,161.500000000000000,
BOUY,EUR,Senior,NULL,FG25BN,False,,10197,BOUYGUES,FR,N.A.,A-,Buildings and Real Estate,Conglomerates,,,,s9.iTraxx Europe,0.400000000,29/10/2010,31.700000000000000,48.900000000000000,63.800000000000000,75.300000000000000,85.800000000000000,90.000577103221700,93.300000000000000,96.393975079487900,98.748711500734900,100.400000000000000,
NULL,USD,Senior,NULL,1C1134,False,,10204,Bristol-Myers Squibb Company,US,A2,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395833333,29/10/2010,13.800000000000000,18.500000000000000,23.800000000000000,29.068845861342400,34.700000000000000,37.310147893818000,39.700000000000000,41.545823532355000,43.142896638275600,44.500000000000000,
NULL,USD,Senior,Excluded,1C1134,False,,10204,Bristol-Myers Squibb Company,US,A2,A+,Healthcare_ Education and Childcare,Drugs,,,,s9.DJ CDX.NA.IG,0.395833333,29/10/2010,13.800000000000000,18.500000000000000,23.800000000000000,29.068845861342400,34.700000000000000,37.310147893818000,39.700000000000000,41.545823532355000,43.142896638275600,44.500000000000000,
BATSLN,EUR,Senior,NULL,1C148C,False,,10206,BRITISH AMERICAN TOBACCO p.l.c.,GB,Baa1,BBB+,Beverage_ Food and Tobacco,Beverage & Tobacco,,,,s9.iTraxx Europe,0.400000000,29/10/2010,22.800000000000000,31.300000000000000,39.500000000000000,48.500000000000000,57.500000000000000,60.763391550597000,63.500000000000000,66.010510615456100,68.070901072669700,69.700000000000000,
BSY,EUR,Senior,NULL,1C2114,False,,10210,BRITISH SKY BROADCASTING GROUP PLC,GB,Baa2,BBB,Broadcasting and Entertainment,Cable & Satellite Television,,,,s9.iTraxx Europe,0.390000000,29/10/2010,26.400000000000000,42.100000000000000,55.600000000000000,68.900000000000000,80.800000000000000,85.278307536526300,89.000000000000000,92.551635032962600,95.476290759709200,97.800000000000000,
BRITEL-BritTel,EUR,Senior,NULL,GH6DA2,False,,10211,BRITISH TELECOMMUNICATIONS public limited company,GB,Baa1,BBB+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.iTraxx Europe,0.396250000,29/10/2010,33.400000000000000,61.500000000000000,82.700000000000000,98.600000000000000,114.700000000000000,119.791507271738000,123.600000000000000,127.997150961883000,131.449199771108000,134.000000000000000,
BHP,USD,Senior,NULL,08GE66,False,,10213,BHP BILLITON LIMITED,AU,A1,A+,Mining_ Steel_ Iron and Non-Precious Metals,Nonferrous Metals / Minerals,,,,s9.DJ CDX.NA.IG,0.393840000,29/10/2010,56.500000000000000,65.500000000000000,73.700000000000000,78.700000000000000,84.500000000000000,89.294593577986700,93.300000000000000,97.444385032229500,100.969966244561000,103.900000000000000,
BRK-BRLF,USD,Senior,NULL,1D39H2,False,,10220,Burlington Northern Santa Fe_ LLC,US,Baa1,BBB,Cargo Transport,Rail Industries,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,13.800000000000000,19.800000000000000,25.700000000000000,31.700000000000000,38.200000000000000,41.814791806198800,45.300000000000000,47.652289891142800,49.749838258983100,51.600000000000000,
BRK-BRLF,USD,Senior,Excluded,1D39H2,False,,10220,Burlington Northern Santa Fe_ LLC,US,Baa1,BBB,Cargo Transport,Rail Industries,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,13.800000000000000,19.800000000000000,25.700000000000000,31.700000000000000,38.200000000000000,41.814791806198800,45.300000000000000,47.652289891142800,49.749838258983100,51.600000000000000,
BR,USD,Senior,NULL,1D4215,False,,10221,Burlington Resources Inc.,US,A2,BBB-,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,11.200000000000000,17.200000000000000,23.200000000000000,29.700000000000000,38.000000000000000,41.613137151999400,45.100000000000000,47.719371404493000,50.117931923365400,52.300000000000000,
NULL,USD,Senior,NULL,7B7589,False,,10225,Progress Energy_ Inc.,US,Baa2,BBB+,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.393809524,29/10/2010,14.800000000000000,23.300000000000000,35.000000000000000,45.958965664679000,58.100000000000000,62.158197745868600,65.800000000000000,69.919272375415100,73.751579741126700,77.300000000000000,
NULL,USD,Senior,Excluded,7B7589,False,,10225,Progress Energy_ Inc.,US,Baa2,BBB+,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.393809524,29/10/2010,14.800000000000000,23.300000000000000,35.000000000000000,45.958965664679000,58.100000000000000,62.158197745868600,65.800000000000000,69.919272375415100,73.751579741126700,77.300000000000000,
CPB,USD,Senior,NULL,1E786B,False,,10240,Campbell Soup Company,US,A2,A,Beverage_ Food and Tobacco,Food Products,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,14.900000000000000,19.700000000000000,26.500000000000000,33.100000000000000,40.200000000000000,43.645493116975900,46.900000000000000,49.268828453804600,51.366050082822400,53.200000000000000,
CPB,USD,Senior,Excluded,1E786B,False,,10240,Campbell Soup Company,US,A2,A,Beverage_ Food and Tobacco,Food Products,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,14.900000000000000,19.700000000000000,26.500000000000000,33.100000000000000,40.200000000000000,43.645493116975900,46.900000000000000,49.268828453804600,51.366050082822400,53.200000000000000,
ITV-Carlton,EUR,Senior,NULL,GHA96M,False,,10247,CARLTON COMMUNICATIONS LIMITED,GB,N.A.,N.A.,Broadcasting and Entertainment,Radio & Television,,,,s9.iTraxx Europe,0.400000000,29/10/2010,50.600000000000000,76.600000000000000,109.000000000000000,126.100000000000000,141.500000000000000,146.939896182715000,152.000000000000000,156.576523519654000,160.776067273411000,164.600000000000000,
NULL,USD,Senior,NULL,1F79BD,False,,10248,CARNIVAL CORPORATION,US,A3,A-,Leisure_ Amusement and Entertainment,Lodging & Casinos,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,32.800000000000000,49.000000000000000,61.900000000000000,77.961581036056000,95.400000000000000,101.448033599119000,106.700000000000000,111.883065706235000,116.409297421574000,120.300000000000000,
NULL,USD,Senior,Excluded,1F79BD,False,,10248,CARNIVAL CORPORATION,US,A3,A-,Leisure_ Amusement and Entertainment,Lodging & Casinos,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,32.800000000000000,49.000000000000000,61.900000000000000,77.961581036056000,95.400000000000000,101.448033599119000,106.700000000000000,111.883065706235000,116.409297421574000,120.300000000000000,
CARR,EUR,Senior,NULL,FG4CAM,False,,10250,CARREFOUR,FR,A2,A,Grocery,Food / Drug retailers,,,,s9.iTraxx Europe,0.400000000,29/10/2010,26.200000000000000,37.200000000000000,49.200000000000000,62.400000000000000,75.200000000000000,79.353209372116100,82.800000000000000,86.078210120894800,88.770043164939400,90.900000000000000,
NULL,USD,Senior,NULL,15DA35,False,,10253,Caterpillar Inc.,US,A2,A,Machinery (Non-Agriculture_ Non-construction_ Non-electronic),Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.393181818,29/10/2010,40.200000000000000,51.400000000000000,59.900000000000000,70.617322535317400,81.700000000000000,85.354834094671300,88.100000000000000,91.590470752109900,94.448135102716600,96.700000000000000,
NULL,USD,Senior,Excluded,15DA35,False,,10253,Caterpillar Inc.,US,A2,A,Machinery (Non-Agriculture_ Non-construction_ Non-electronic),Industrial Equipment,,,,s9.DJ CDX.NA.IG,0.393181818,29/10/2010,40.200000000000000,51.400000000000000,59.900000000000000,70.617322535317400,81.700000000000000,85.354834094671300,88.100000000000000,91.590470752109900,94.448135102716600,96.700000000000000,
CENTRI,EUR,Senior,NULL,16B9CT,False,,10264,Centrica Plc,GB,A3,A,Utilities,Utilities,,,,s9.iTraxx Europe,0.400000000,29/10/2010,23.300000000000000,39.300000000000000,53.500000000000000,64.700000000000000,74.500000000000000,78.182805004374900,81.100000000000000,83.672813100876900,85.595844404962600,86.900000000000000,
CLINKI,USD,Senior,NULL,16BD70,False,,10265,CenturyLink_ Inc.,US,Baa2   *-,BBB-,Telecommunications,Telecommunications - Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,49.500000000000000,80.200000000000000,113.800000000000000,139.200000000000000,168.400000000000000,177.295574259925000,185.800000000000000,192.591143007064000,198.991277108382000,205.000000000000000,
CLINKI,USD,Senior,Excluded,16BD70,False,,10265,CenturyLink_ Inc.,US,Baa2   *-,BBB-,Telecommunications,Telecommunications - Wireless,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,49.500000000000000,80.200000000000000,113.800000000000000,139.200000000000000,168.400000000000000,177.295574259925000,185.800000000000000,192.591143007064000,198.991277108382000,205.000000000000000,
CVX,USD,Senior,NULL,17CDCH,False,,10277,Chevron Corporation,US,WR,AA,Oil and Gas,Oil & Gas,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,17.500000000000000,22.000000000000000,25.900000000000000,32.400000000000000,36.700000000000000,38.908542665573600,40.800000000000000,42.717004646114500,44.380735632134500,45.800000000000000,
NULL,USD,Senior,NULL,19C952,False,,10290,Clear Channel Communications_ Inc.,US,Caa1,B,Broadcasting and Entertainment,Radio & Television,,,,s9.DJ CDX.NA.IG,0.393750000,29/10/2010,556.800000000000000,762.600000000000000,1067.100000000000000,1240.715314737000000,1421.500000000000000,1402.833256513920000,1376.900000000000000,1356.153020995870000,1329.600621085090000,1297.600000000000000,
NULL,USD,Senior,Excluded,19C952,False,,10290,Clear Channel Communications_ Inc.,US,Caa1,B,Broadcasting and Entertainment,Radio & Television,,,,s9.DJ CDX.NA.IG,0.393750000,29/10/2010,556.800000000000000,762.600000000000000,1067.100000000000000,1240.715314737000000,1421.500000000000000,1402.833256513920000,1376.900000000000000,1356.153020995870000,1329.600621085090000,1297.600000000000000,
CLX,USD,Senior,NULL,19H959,False,,10293,THE CLOROX COMPANY,US,Baa2,BBB+,Personal and NonDurable Consumer Products (Manufacturing only),Chemicals & Plastics,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,29.100000000000000,46.200000000000000,53.600000000000000,68.049612155467900,83.800000000000000,89.751856919986500,95.100000000000000,98.452650328844400,101.074614734260000,103.000000000000000,
CCE,USD,Senior,NULL,1AA33A,False,,10299,Coca-Cola Enterprises Inc.,US,A3,A,Beverage_ Food and Tobacco,Beverage & Tobacco,,,,s9.DJ CDX.NA.IG,0.396880000,29/10/2010,12.300000000000000,21.800000000000000,26.300000000000000,30.900000000000000,37.000000000000000,39.907944263937500,42.600000000000000,43.967407435778400,44.995386966744700,45.700000000000000,
CAINC,USD,Senior,NULL,138DAS,False,,10315,CA Inc,US,Ba1,BB+,Electronics,Business Equipment & Services,,,,s9.DJ CDX.NA.IG,0.400000000,29/10/2010,50.900000000000000,74.400000000000000,95.500000000000000,116.100000000000000,135.900000000000000,144.090864250005000,151.900000000000000,156.810684503483000,161.343649459970000,165.500000000000000,
NULL,USD,Senior,NULL,2C5899,False,,10316,Computer Sciences Corporation,US,Baa1,A-,Electronics,Business Equipment & Services,,,,s9.DJ CDX.NA.IG,0.393333333,29/10/2010,39.600000000000000,60.600000000000000,85.100000000000000,121.896821273731000,161.300000000000000,169.747544419955000,178.000000000000000,183.882094309049000,189.415740094529000,194.600000000000000,
NULL,USD,Senior,Excluded,2C5899,False,,10316,Computer Sciences Corporation,US,Baa1,A-,Electronics,Business Equipment & Services,,,,s9.DJ CDX.NA.IG,0.393333333,29/10/2010,39.600000000000000,60.600000000000000,85.100000000000000,121.896821273731000,161.300000000000000,169.747544419955000,178.000000000000000,183.882094309049000,189.415740094529000,194.600000000000000,
NULL,USD,Senior,NULL,225DGF,False,,10320,ConAgra Foods_ Inc.,US,Baa2,BBB+,Beverage_ Food and Tobacco,Food Products,,,,s9.DJ CDX.NA.IG,0.395454545,29/10/2010,34.200000000000000,51.000000000000000,67.000000000000000,81.676268999744100,97.300000000000000,105.131648678696000,112.400000000000000,116.231356760198000,119.184064523831000,121.300000000000000,
NULL,USD,Senior,Excluded,225DGF,False,,10320,ConAgra Foods_ Inc.,US,Baa2,BBB+,Beverage_ Food and Tobacco,Food Products,,,,s9.DJ CDX.NA.IG,0.395454545,29/10/2010,34.200000000000000,51.000000000000000,67.000000000000000,81.676268999744100,97.300000000000000,105.131648678696000,112.400000000000000,116.231356760198000,119.184064523831000,121.300000000000000,
CEG,USD,Senior,NULL,2D13A8,False,,10327,Constellation Energy Group_ Inc.,US,Baa1,BBB+,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.394440000,29/10/2010,38.800000000000000,70.100000000000000,107.900000000000000,137.600000000000000,163.500000000000000,169.731319685113000,175.600000000000000,181.063224547662000,186.162871458982000,190.900000000000000,
CEG,USD,Senior,Excluded,2D13A8,False,,10327,Constellation Energy Group_ Inc.,US,Baa1,BBB+,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.394440000,29/10/2010,38.800000000000000,70.100000000000000,107.900000000000000,137.600000000000000,163.500000000000000,169.731319685113000,175.600000000000000,181.063224547662000,186.162871458982000,190.900000000000000,
NULL,USD,Senior,NULL,2E6448,False,,10340,Cox Communications_ Inc.,US,Baa3,BBB-,Broadcasting and Entertainment,Cable & Satellite Television,,,,s9.DJ CDX.NA.IG,0.393478261,29/10/2010,12.090000000000000,24.280000000000000,34.100000000000000,46.900000000000000,59.170000000000000,65.169840550495200,71.030000000000000,75.912091397480900,80.535888515188100,84.900000000000000,
NULL,USD,Senior,Excluded,2E6448,False,,10340,Cox Communications_ Inc.,US,Baa3,BBB-,Broadcasting and Entertainment,Cable & Satellite Television,,,,s9.DJ CDX.NA.IG,0.393478261,29/10/2010,12.090000000000000,24.280000000000000,34.100000000000000,46.900000000000000,59.170000000000000,65.169840550495200,71.030000000000000,75.912091397480900,80.535888515188100,84.900000000000000,
NULL,USD,Senior,NULL,138A48,False,,10352,CSX Corporation,US,Baa3,BBB-,Cargo Transport,Rail Industries,,,,s9.DJ CDX.NA.IG,0.392000000,29/10/2010,22.500000000000000,31.600000000000000,37.500000000000000,45.177669355680100,53.300000000000000,56.946795582647600,60.200000000000000,63.274508349261500,66.004397835694900,68.400000000000000,
