
******************** RISK RUN START (11/21/2010 9:47:11 AM - ) ********************

11/21/2010 9:47:11 AM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 09-Apr-2010 Official -e
11/21/2010 9:47:26 AM - Script call: C:/Quantifi/9.4.1/bin/OptexImportIR.py C:/Quantifi/NightlyBatch/20100409/Next-Data\OptexCurves.20100409.CSV -e
11/21/2010 9:47:33 AM - 	Treating quote  GBPLIBOR.1 Days.Mid
11/21/2010 9:47:34 AM - 	Treating quote  GBPLIBOR.20 Years.Mid
11/21/2010 9:47:34 AM - 	quote  GBPLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  GBPLIBOR.25 Years.Mid
11/21/2010 9:47:34 AM - 	quote  GBPLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  GBPLIBOR.30 Years.Mid
11/21/2010 9:47:34 AM - 	quote  GBPLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  GBPLIBOR.40 Years.Mid
11/21/2010 9:47:34 AM - 	quote  GBPLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  GBPLIBOR.50 Years.Mid
11/21/2010 9:47:34 AM - 	quote  GBPLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  GBPLIBOR.60 Years.Mid
11/21/2010 9:47:34 AM - 	quote  GBPLIBOR.60 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  GBPLIBOR.70 Years.Mid
11/21/2010 9:47:34 AM - 	quote  GBPLIBOR.70 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.1 Days.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.1 Days.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.1 Weeks.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.1 Weeks.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.1 Months.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.1 Months.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.2 Months.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.2 Months.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.16-Jun-2010.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.16-Jun-2010.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.SEP10.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.SEP10.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.DEC10.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.DEC10.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.MAR11.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.MAR11.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.JUN11.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.JUN11.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.SEP11.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.SEP11.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.DEC11.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.DEC11.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.MAR12.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.MAR12.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.JUN12.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.JUN12.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.SEP12.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.SEP12.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.DEC12.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.DEC12.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.MAR13.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.MAR13.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.JUN13.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.JUN13.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.4 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.5 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.6 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.7 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.8 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.9 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.10 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.11 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.11 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.12 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.15 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.20 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.25 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.30 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.40 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.50 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.60 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.60 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  EURLIBOR.70 Years.Mid
11/21/2010 9:47:34 AM - 	quote  EURLIBOR.70 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.1 Days.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.1 Days.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.2 Days.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.2 Days.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.1 Weeks.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.1 Weeks.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.1 Months.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.1 Months.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.2 Months.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.2 Months.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.3 Months.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.3 Months.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.6 Months.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.6 Months.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.1 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.1 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.18 Months.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.18 Months.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.2 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.3 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.4 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.5 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.6 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.7 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.8 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.9 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.10 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.12 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.15 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.20 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.25 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.30 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.40 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.50 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  JPYLIBOR.52 Years.Mid
11/21/2010 9:47:34 AM - 	quote  JPYLIBOR.52 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.14-Jun-2010.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.14-Jun-2010.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.SEP10.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.SEP10.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.DEC10.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.DEC10.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.MAR11.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.MAR11.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.JUN11.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.JUN11.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.SEP11.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.SEP11.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.DEC11.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.DEC11.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.MAR12.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.MAR12.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.2 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.3 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.4 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.5 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.6 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.7 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.8 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.9 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.10 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.12 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.15 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.20 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.25 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.30 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.35 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.35 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.40 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  CADLIBOR.50 Years.Mid
11/21/2010 9:47:34 AM - 	quote  CADLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.16-Jun-2010.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.16-Jun-2010.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.SEP10.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.SEP10.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.DEC10.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.DEC10.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.MAR11.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.MAR11.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.JUN11.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.JUN11.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.SEP11.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.SEP11.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.DEC11.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.DEC11.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.2 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.2 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.3 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.3 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.4 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.4 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.5 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.5 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.6 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.6 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.7 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.7 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.8 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.8 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.9 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.9 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.10 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.10 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.12 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.12 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.15 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.15 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.20 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.20 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.25 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.25 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.30 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.30 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.40 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.40 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:34 AM - 	Treating quote  USDLIBOR.50 Years.Mid
11/21/2010 9:47:34 AM - 	quote  USDLIBOR.50 Years.Mid  has been created/updated successfully.
11/21/2010 9:47:37 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 08-Apr-2010 09-Apr-2010 --quoteType="ED Future" -m "Insert" -f C:/Quantifi/NightlyBatch/20100409/logs/CopyEDFuture.csv -e
11/21/2010 9:47:44 AM - 	Found 49 quotes for 08-Apr-2010
11/21/2010 9:47:44 AM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/21/2010 9:47:46 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 08-Apr-2010 09-Apr-2010 --quoteType="MM Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20100409/logs/CopyMMRate.csv -e
11/21/2010 9:47:53 AM - 	Found 38 quotes for 08-Apr-2010
11/21/2010 9:47:54 AM - 	**08-Apr-2010 to 09-Apr-2010, <Insert> Saved:True MarketSet:Closing Type:MM Rate Source:Optex Name:EURLIBOR.2 Days.Mid Value:0.0092777
11/21/2010 9:47:54 AM - 	Actual Run: Added 1 quotes and updated 0 quotes.
11/21/2010 9:47:56 AM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 08-Apr-2010 09-Apr-2010 --quoteType="Swap Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20100409/logs/CopySwapRate.csv -e
11/21/2010 9:48:04 AM - 	Found 86 quotes for 08-Apr-2010
11/21/2010 9:48:04 AM - 	Actual Run: Added 0 quotes and updated 0 quotes.
