
******************** RISK RUN START (11/20/2010 8:56:34 PM - ) ********************

11/20/2010 8:56:34 PM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 03-Dec-2009 Official -e
11/20/2010 8:56:45 PM - 	6625 [1] WARN  Quantifi.Curves.SurvivalFitCalibrator (null) - Forced survival curve ABK-AssurCorp.USD.SeniorUnsecured.Modified to fit by copying previous quote to tenor 7 Years
11/20/2010 8:56:53 PM - 	quote  GBPLIBOR.7 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  GBPLIBOR.8 Years.Mid
11/20/2010 8:56:53 PM - 	quote  GBPLIBOR.8 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  GBPLIBOR.9 Years.Mid
11/20/2010 8:56:53 PM - 	quote  GBPLIBOR.9 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  GBPLIBOR.10 Years.Mid
11/20/2010 8:56:53 PM - 	quote  GBPLIBOR.10 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  GBPLIBOR.12 Years.Mid
11/20/2010 8:56:53 PM - 	quote  GBPLIBOR.12 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  GBPLIBOR.15 Years.Mid
11/20/2010 8:56:53 PM - 	quote  GBPLIBOR.15 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  GBPLIBOR.20 Years.Mid
11/20/2010 8:56:53 PM - 	quote  GBPLIBOR.20 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  GBPLIBOR.25 Years.Mid
11/20/2010 8:56:53 PM - 	quote  GBPLIBOR.25 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  GBPLIBOR.30 Years.Mid
11/20/2010 8:56:53 PM - 	quote  GBPLIBOR.30 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  GBPLIBOR.40 Years.Mid
11/20/2010 8:56:53 PM - 	quote  GBPLIBOR.40 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  GBPLIBOR.50 Years.Mid
11/20/2010 8:56:53 PM - 	quote  GBPLIBOR.50 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  GBPLIBOR.60 Years.Mid
11/20/2010 8:56:53 PM - 	quote  GBPLIBOR.60 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  GBPLIBOR.70 Years.Mid
11/20/2010 8:56:53 PM - 	quote  GBPLIBOR.70 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.1 Days.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.1 Days.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.2 Days.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.2 Days.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.1 Weeks.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.1 Weeks.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.1 Months.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.1 Months.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.2 Months.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.2 Months.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.3 Months.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.3 Months.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.6 Months.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.6 Months.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.1 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.1 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.18 Months.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.18 Months.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.2 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.2 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.3 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.3 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.4 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.4 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.5 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.5 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.6 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.6 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.7 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.7 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.8 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.8 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.9 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.9 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.10 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.10 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.12 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.12 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.15 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.15 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.20 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.20 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.25 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.25 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.30 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.30 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.40 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.40 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.50 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.50 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:53 PM - 	Treating quote  JPYLIBOR.52 Years.Mid
11/20/2010 8:56:53 PM - 	quote  JPYLIBOR.52 Years.Mid  has been created/updated successfully.
11/20/2010 8:56:54 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 02-Dec-2009 03-Dec-2009 --quoteType="ED Future" -m "Insert" -f C:/Quantifi/NightlyBatch/20091203/logs/CopyEDFuture.csv -e
11/20/2010 8:57:00 PM - 	Found 41 quotes for 02-Dec-2009
11/20/2010 8:57:00 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 8:57:01 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 02-Dec-2009 03-Dec-2009 --quoteType="MM Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20091203/logs/CopyMMRate.csv -e
11/20/2010 8:57:07 PM - 	Found 22 quotes for 02-Dec-2009
11/20/2010 8:57:07 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 8:57:08 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 02-Dec-2009 03-Dec-2009 --quoteType="Swap Rate" -m "Insert" -f C:/Quantifi/NightlyBatch/20091203/logs/CopySwapRate.csv -e
11/20/2010 8:57:14 PM - 	Found 86 quotes for 02-Dec-2009
11/20/2010 8:57:14 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 8:57:15 PM - Script call: C:/Quantifi/9.4.1/bin/NextImportFX.py C:/Quantifi/NightlyBatch/20091203/Next-Data\FXRates.20091203.CSV -e
11/20/2010 8:57:22 PM - Script call: C:/Quantifi/9.4.1/bin/NextImportTrancheQuotes.py C:/Quantifi/NightlyBatch/20091203/Next-Data\CreditIndexTrancheMarks.20091203.CSV -e
11/20/2010 8:57:29 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 02-Dec-2009 03-Dec-2009 --quoteType="Tranche Fee" -m "Insert" -f C:/Quantifi/NightlyBatch/20091203/logs/CopyTrancheFee.csv -e
11/20/2010 8:57:35 PM - 	Found 18 quotes for 02-Dec-2009
11/20/2010 8:57:35 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 8:57:36 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 02-Dec-2009 03-Dec-2009 --quoteType="Tranche Premium" -m "Insert" -f C:/Quantifi/NightlyBatch/20091203/logs/CopyTranchePremium.csv -e
11/20/2010 8:57:42 PM - 	Found 66 quotes for 02-Dec-2009
11/20/2010 8:57:43 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 8:57:44 PM - Script call: C:/Quantifi/9.4.1/bin/CopyQuotes.py 02-Dec-2009 03-Dec-2009 --quoteType="CDX Spread" -m "Insert" -f C:/Quantifi/NightlyBatch/20091203/logs/CopyCDXSpread.csv -e
11/20/2010 8:57:50 PM - 	Found 15 quotes for 02-Dec-2009
11/20/2010 8:57:50 PM - 	Actual Run: Added 0 quotes and updated 0 quotes.
11/20/2010 8:57:51 PM - Script call: C:/Quantifi/9.4.1/bin/ImportNextData.py C:/Quantifi/NightlyBatch/20091203/Next-Data\CDSSpreads.20091203.CSV -e
11/20/2010 8:58:41 PM - 	Mapping outdated REDs to previous tickers
11/20/2010 8:58:41 PM - 	Quote  DANACO.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:41 PM - 	Quote  MLCOM.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:41 PM - 	Quote  FNMA-New.USD.Subordinated.Modified.Recovery  has already been treated.
11/20/2010 8:58:41 PM - 	Quote  WCPINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:41 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:41 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:58:41 PM - 	Quote  CAWILD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:58:41 PM - 	Quote  CLINKI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:41 PM - 	Quote  CLINKI.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  DNHOLD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  STOL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  EDSLLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  NEXTEI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  DEXBB-AGM.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  GRTELV.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  HLTWID.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  HLTWID.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  KMINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  MKCINC-MSDC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  MGMRI.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  STNBDK.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  CTSGL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  FNMA-New.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  FHLMC-New.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  SWLHLD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  ZINCO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:58:42 PM - 	Quote  GMAINC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  AGASNV.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  AGASNV.EUR.Subordinated.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  PHMG.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  USTLLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  CSMPTE.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  TCHNI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  CVSHLD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  INTSAT.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BSCH.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  MONTE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  RENSEL.JPY.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  SPMD.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  SPMD.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.Modified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  WYELLC.USD.SeniorUnsecured.Excluded.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  BRK-RACQ.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 8:58:43 PM - 	Quote  CLINKI.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
